ID_meta_hmfSampleId;aneuploidy_score
HMF003440A;27
HMF003478A;20
HMF003537A;13
HMF003541A;27
HMF003551A;9
HMF003582A;10
HMF003585A;24
HMF003597A;11
HMF003598A;7
HMF003617A;7
HMF003628A;28
HMF003638A;21
HMF003639A;8
HMF003642A;25
HMF003647A;26
HMF003658A;13
HMF003692A;9
HMF003707A;6
HMF003728A;2
HMF003732A;12
HMF003733A;13
HMF003756A;15
HMF003764A;13
HMF003789A;5
HMF003798A;24
HMF003801A;24
HMF003816A;15
HMF003821A;25
HMF003822A;25
HMF003826A;19
HMF003830A;24
HMF003838A;14
HMF003842A;10
HMF003862A;10
HMF003883A;26
HMF003885A;23
HMF003887A;8
HMF003893A;9
HMF003899A;11
HMF003903A;9
HMF003910A;5
HMF003914A;17
HMF003918A;26
HMF003923A;24
HMF003936A;24
HMF003937A;24
HMF003942A;23
HMF003944A;10
HMF003946A;18
HMF003948A;18
HMF003959A;22
HMF003960A;14
HMF003969A;25
HMF003984A;10
HMF003985A;27
HMF003990A;20
HMF004001A;10
HMF004002A;27
HMF004044A;8
HMF004047B;20
HMF004049A;19
HMF004050A;6
HMF004057A;15
HMF004070A;10
HMF004083A;24
HMF004085A;20
HMF004091A;28
HMF004100A;25
HMF004109A;8
HMF004113A;23
HMF004118A;5
HMF004160A;4
HMF004164A;6
HMF004189A;5
HMF004192A;4
HMF004193A;26
HMF004216A;19
HMF004221B;5
HMF004223A;17
HMF004228A;11
HMF004229A;24
HMF004234A;11
HMF004242A;21
HMF004258A;20
HMF004284A;11
HMF004292A;6
HMF004295B;22
HMF004300A;7
HMF004348A;8
HMF004349A;5
HMF004351A;7
HMF004355A;8
HMF004363A;21
HMF004373B;25
HMF004374A;8
HMF004377A;9
HMF004387A;27
HMF004417A;24
HMF004441A;11
HMF004443A;11
HMF004455A;8
HMF004464A;31
HMF004512A;8
HMF004591A;27
HMF004661A;6
HMF004724A;26
HMF004749A;27
HMF004751A;17
HMF004767A;25
HMF004798A;24
HMF004805A;24
HMF004822A;20
HMF004824A;6
HMF004847A;24
HMF004867A;20
HMF004882A;25
HMF004902A;6
HMF004943A;12
HMF005029A;6
HMF005065A;23
HMF005077A;24
HMF005084A;24
HMF005112A;24
HMF005117A;22
HMF005166A;26
HMF000004A;27
HMF000027A;25
HMF000030A;10
HMF000076A;20
HMF000078B;13
HMF000083A;23
HMF000090A;25
HMF000097A;9
HMF000107A;21
HMF000109A;26
HMF000149A;4
HMF000160A;5
HMF000173A;19
HMF000183A;22
HMF000206A;25
HMF000214A;22
HMF000219A;24
HMF000232A;8
HMF000253A;12
HMF000267A;11
HMF000274A;14
HMF000299A;31
HMF000300B;5
HMF000304A;15
HMF000313A;14
HMF000336A;26
HMF000346A;7
HMF000367A;5
HMF000389A;18
HMF000418A;23
HMF000427A;15
HMF000450A;15
HMF000518A;7
HMF000525A;10
HMF000535A;14
HMF000539A;11
HMF000564A;15
HMF000580A;7
HMF000584A;12
HMF000592A;16
HMF000597A;7
HMF000608A;17
HMF000610A;16
HMF000639A;11
HMF000640A;14
HMF000725A;11
HMF000743A;16
HMF000744A;29
HMF000750A;20
HMF000765A;14
HMF000767A;13
HMF000782A;21
HMF000792A;22
HMF000804A;23
HMF000844A;26
HMF000846A;9
HMF000855A;29
HMF000865A;10
HMF000876B;16
HMF000878A;25
HMF000880A;23
HMF000897A;18
HMF000973A;27
HMF000979A;26
HMF001013A;18
HMF001014A;10
HMF001052A;8
HMF001057A;11
HMF001067A;26
HMF001075A;12
HMF001100A;11
HMF001110A;20
HMF001114A;6
HMF001120A;12
HMF001147A;13
HMF001154A;21
HMF001162A;21
HMF001173A;24
HMF001182A;12
HMF001188A;21
HMF001218A;7
HMF001222A;8
HMF001253B;15
HMF001254A;9
HMF001261A;12
HMF001272B;27
HMF001308A;25
HMF001324A;27
HMF001353A;11
HMF001367A;27
HMF001368A;5
HMF001387A;14
HMF001441A;20
HMF001445A;27
HMF001448A;25
HMF001449A;14
HMF001469A;11
HMF001507A;24
HMF001534A;9
HMF001551A;11
HMF001605B;8
HMF001620A;26
HMF001645A;6
HMF001662A;11
HMF001743A;8
HMF001746A;7
HMF001748A;24
HMF001751A;7
HMF001770A;25
HMF001782A;7
HMF001795A;24
HMF001809A;18
HMF001822B;24
HMF001828A;13
HMF001846A;7
HMF001879A;12
HMF001898A;8
HMF001914A;16
HMF001920A;7
HMF001977B;17
HMF001978A;22
HMF002006A;12
HMF002015A;27
HMF002040A;4
HMF002095A;8
HMF002101A;10
HMF002130A;5
HMF002134A;12
HMF002141A;8
HMF002142A;12
HMF002153A;23
HMF002169A;15
HMF002175A;16
HMF002178A;21
HMF002180A;9
HMF002182A;22
HMF002188A;11
HMF002202A;18
HMF002218A;28
HMF002219A;12
HMF002227A;18
HMF002231A;14
HMF002234A;24
HMF002243A;9
HMF002254A;21
HMF002259A;5
HMF002286A;12
HMF002287A;20
HMF002314A;18
HMF002321A;24
HMF002328A;16
HMF002333A;7
HMF002346A;10
HMF002379A;12
HMF002383A;23
HMF002387A;22
HMF002458A;10
HMF002503A;22
HMF002506B;13
HMF002514A;24
HMF002527A;27
HMF002545A;26
HMF002557A;6
HMF002566A;10
HMF002587A;14
HMF002591A;10
HMF002603A;22
HMF002622A;19
HMF002636B;19
HMF002661A;25
HMF002681A;6
HMF002683A;13
HMF002707A;13
HMF002733A;27
HMF002740A;13
HMF002749A;18
HMF002768A;7
HMF002773A;26
HMF002774A;23
HMF002791A;26
HMF002808A;15
HMF002815A;6
HMF002820A;8
HMF002849A;12
HMF002856A;23
HMF002866A;28
HMF002868A;8
HMF002870A;23
HMF002879A;20
HMF002936A;19
HMF002956A;7
HMF002969A;24
HMF002996A;18
HMF002997A;19
HMF003011A;13
HMF003079A;28
HMF003093B;8
HMF003094A;9
HMF003109A;29
HMF003112A;15
HMF003121A;4
HMF003124A;13
HMF003162A;8
HMF003171A;25
HMF003176A;19
HMF003184A;26
HMF003196A;26
HMF003212A;14
HMF003258A;12
HMF003261A;10
HMF003281A;26
HMF003330A;23
HMF003350A;10
HMF003421A;26
HMF003423A;9
HMF003442A;11
HMF003455A;7
HMF003495A;22
HMF003497A;12
HMF003583A;8
HMF003607A;25
HMF003635A;7
HMF003657A;12
HMF003659A;23
HMF003680A;17
HMF003695A;12
HMF003698A;24
HMF003705A;22
HMF003714A;5
HMF003718A;27
HMF003740A;14
HMF003755A;10
HMF003760A;28
HMF003762A;23
HMF003806A;14
HMF003835A;5
HMF003840A;18
HMF003852A;13
HMF003856A;16
HMF003860A;14
HMF003864A;7
HMF003868A;8
HMF003886A;23
HMF003890A;20
HMF003894A;6
HMF003912A;25
HMF003922A;12
HMF003924A;26
HMF003926A;22
HMF003930A;19
HMF003943A;10
HMF003953A;26
HMF003967A;9
HMF003998A;20
HMF004011A;26
HMF004080A;24
HMF004088A;24
HMF004108A;15
HMF004125A;23
HMF004146A;26
HMF004161A;6
HMF004165A;14
HMF004166A;6
HMF004167A;10
HMF004169A;8
HMF004204A;34
HMF004205A;11
HMF004207A;22
HMF004217A;12
HMF004230A;20
HMF004235A;23
HMF004250A;3
HMF004265A;28
HMF004271A;18
HMF004274A;16
HMF004291A;19
HMF004294A;28
HMF004301A;16
HMF004314A;19
HMF004329A;28
HMF004332A;31
HMF004340A;15
HMF004343A;7
HMF004345A;29
HMF004347A;14
HMF004352A;28
HMF004383A;12
HMF004392A;11
HMF004403A;29
HMF004498A;9
HMF004510A;13
HMF004556A;13
HMF004559A;20
HMF004587A;20
HMF004598A;26
HMF004719A;15
HMF004733A;11
HMF004818A;9
HMF004883A;8
HMF004911A;15
HMF005092A;20
HMF005157A;12
HMF005158A;7
HMF000095A;30
HMF000155A;21
HMF000386A;26
HMF000409A;22
HMF000455A;28
HMF000473A;18
HMF000590A;21
HMF000883A;13
HMF000946A;16
HMF001007A;21
HMF001043A;21
HMF001135A;13
HMF001595A;28
HMF001808A;17
HMF001911A;3
HMF001981A;3
HMF002033A;19
HMF002150A;16
HMF002282A;27
HMF002288A;22
HMF002406A;19
HMF002430A;25
HMF002497A;15
HMF002541A;17
HMF002713A;7
HMF002760A;2
HMF002875A;1
HMF002880A;22
HMF002898A;22
HMF003007A;26
HMF003039A;19
HMF003106A;25
HMF003135A;23
HMF003257A;19
HMF003294A;14
HMF003475B;23
HMF003611A;19
HMF003874A;13
HMF004272A;14
HMF004680A;23
HMF004717A;21
HMF004721A;2
HMF004808A;13
HMF000315A;17
HMF000653A;11
HMF001251A;6
HMF001766A;15
HMF001894A;5
HMF001939A;13
HMF001990A;2
HMF002650A;15
HMF002678A;18
HMF002753A;11
HMF002754A;2
HMF002770A;25
HMF002978A;20
HMF003165A;22
HMF003293A;6
HMF003396A;9
HMF003991A;25
HMF004151A;11
HMF004186A;9
HMF004211A;1
HMF004483A;7
HMF004972A;17
HMF000040A;8
HMF000138A;13
HMF000316B;19
HMF000434A;24
HMF000472B;3
HMF000557A;21
HMF000633A;22
HMF000748A;17
HMF000825A;19
HMF001141A;7
HMF001268B;9
HMF001582A;25
HMF001643A;27
HMF001683A;23
HMF001950A;23
HMF002030A;9
HMF002031A;26
HMF002046A;6
HMF002066B;29
HMF002076A;25
HMF002843A;19
HMF003022A;9
HMF003259A;20
HMF003381A;15
HMF003393A;9
HMF003410A;15
HMF003631A;3
HMF003716A;6
HMF004020A;10
HMF004069A;20
HMF004191A;25
HMF004331A;10
HMF004372A;5
HMF004681A;13
HMF004817A;23
HMF004912A;18
HMF004984A;14
HMF005093A;9
HMF005175A;21
HMF000060A;25
HMF000061B;24
HMF000108A;26
HMF000129A;28
HMF000134A;6
HMF000140A;24
HMF000172A;12
HMF000188A;10
HMF000227A;26
HMF000236A;22
HMF000244A;12
HMF000282A;28
HMF000319B;30
HMF000324A;7
HMF000352A;16
HMF000361A;15
HMF000385A;5
HMF000394A;2
HMF000513A;11
HMF000516B;30
HMF000531A;18
HMF000575A;28
HMF000582A;7
HMF000591A;21
HMF000634A;11
HMF000678A;21
HMF000691A;25
HMF000711A;24
HMF000754A;27
HMF000764A;16
HMF000819A;16
HMF000849A;11
HMF000877A;12
HMF000917A;20
HMF000969A;24
HMF000999A;22
HMF001054A;23
HMF001080A;23
HMF001201A;28
HMF001233A;30
HMF001283A;15
HMF001286B;23
HMF001363A;23
HMF001399A;26
HMF001435A;9
HMF001436A;24
HMF001488A;26
HMF001514A;31
HMF001523A;22
HMF001638A;30
HMF001668B;8
HMF001687A;21
HMF001692A;18
HMF001716A;13
HMF001719B;23
HMF001887A;27
HMF002041A;24
HMF002069B;21
HMF002089A;28
HMF002132A;7
HMF002163B;12
HMF002211A;25
HMF002305A;11
HMF002326A;20
HMF002344A;18
HMF002367A;10
HMF002446A;22
HMF002465A;27
HMF002485A;28
HMF002553A;18
HMF002594A;24
HMF002597A;22
HMF002609A;12
HMF002613A;20
HMF002704A;25
HMF002711A;25
HMF002728A;10
HMF002732B;22
HMF002737A;26
HMF002771A;22
HMF002798A;21
HMF002812A;15
HMF002840A;10
HMF002844A;31
HMF002854A;27
HMF002889A;25
HMF002895A;26
HMF002909B;30
HMF002912A;26
HMF002924A;27
HMF002938A;19
HMF003021A;10
HMF003054A;27
HMF003083A;22
HMF003110A;24
HMF003160A;25
HMF003185A;24
HMF003191A;5
HMF003223A;28
HMF003275A;23
HMF003280B;18
HMF003308A;20
HMF003356A;25
HMF003434A;26
HMF003452A;17
HMF003463A;9
HMF003499A;22
HMF003524A;31
HMF003534A;14
HMF003571A;20
HMF003575A;10
HMF003655A;21
HMF003667A;26
HMF003751A;19
HMF003770A;4
HMF003791A;29
HMF003814A;28
HMF003853A;18
HMF003863A;24
HMF003865A;22
HMF003884A;23
HMF003891A;14
HMF003901B;18
HMF003908A;30
HMF003915B;15
HMF003925A;11
HMF003933A;21
HMF003939A;21
HMF003958A;18
HMF003971A;27
HMF003989A;14
HMF003996A;19
HMF004013A;4
HMF004084A;0
HMF004106A;26
HMF004117A;15
HMF004184A;21
HMF004200A;15
HMF004208A;27
HMF004220A;21
HMF004255A;23
HMF004257A;23
HMF004325A;26
HMF004337A;25
HMF004358A;6
HMF004361A;20
HMF004375A;5
HMF004385A;24
HMF004400A;25
HMF004422A;23
HMF004425A;27
HMF004426A;21
HMF004448A;21
HMF004480A;27
HMF004506A;9
HMF004507A;9
HMF004526A;28
HMF004529A;13
HMF004531A;23
HMF004574A;20
HMF004584A;21
HMF004594A;20
HMF004633A;22
HMF004710A;18
HMF004723A;25
HMF004771A;10
HMF004777A;32
HMF004792A;27
HMF004794A;22
HMF005003A;24
HMF005009A;31
HMF005085A;25
HMF005097A;12
HMF005113A;23
HMF005171A;14
HMF000065A;18
HMF000158B;11
HMF000199A;21
HMF000250A;19
HMF000457A;27
HMF000498A;4
HMF000573A;20
HMF001164A;19
HMF001168B;14
HMF001215A;24
HMF001362B;18
HMF001668A;9
HMF001747A;0
HMF001776A;21
HMF001800A;13
HMF002043A;16
HMF002300A;26
HMF002431A;1
HMF002595A;18
HMF002970A;5
HMF002982A;7
HMF003016A;21
HMF003097A;23
HMF003120A;16
HMF003198A;5
HMF003240B;2
HMF003321A;27
HMF003332A;10
HMF003432A;27
HMF003917A;22
HMF004054A;13
HMF004608A;5
HMF004834A;23
DO1000;21
DO1001;16
DO1002;14
DO1003;18
DO1004;25
DO1005;20
DO1007;32
DO1008;19
DO1009;13
DO1010;18
DO1011;18
DO1012;25
DO1014;15
DO1015;26
DO1016;21
DO1017;26
DO1018;17
DO1020;26
DO1076;8
DO1249;15
DO1257;5
DO1274;18
DO1281;22
DO1287;20
DO1290;22
DO1291;20
DO1301;10
DO1328;16
DO1384;23
DO1392;16
DO1537;17
DO1559;25
DO1663;9
DO1954;18
DO2055;24
DO2078;9
DO2084;6
DO2096;3
DO2114;10
DO217786;7
DO217787;10
DO217788;7
DO217826;16
DO217844;7
DO217865;13
DO217887;16
DO217907;25
DO217908;2
DO217931;15
DO217934;7
DO217939;7
DO217952;11
DO217953;11
DO217987;26
DO218059;3
DO218060;25
DO218062;9
DO218065;7
DO218072;4
DO218121;24
DO218150;16
DO218159;10
DO218167;13
DO218168;7
DO218173;21
DO218174;3
DO218176;10
DO218182;2
DO218205;9
DO218212;16
DO218254;13
DO218269;23
DO218333;20
DO218347;8
DO218377;5
DO218384;7
DO218388;9
DO218404;14
DO218408;9
DO218419;7
DO218428;23
DO218457;4
DO218478;5
DO218488;4
DO218489;32
DO218502;26
DO218506;26
DO218553;2
DO218560;18
DO218573;21
DO218583;5
DO218605;22
DO218611;5
DO218621;8
DO218651;9
DO218656;8
DO218669;16
DO218684;20
DO218698;8
DO218709;23
DO218742;14
DO218770;1
DO218796;27
DO218827;5
DO218828;25
DO218831;14
DO220820;2
DO220822;9
DO220823;12
DO220824;12
DO220825;18
DO220828;27
DO2222;12
DO2252;22
DO2323;18
DO2341;21
DO2455;15
DO2503;11
DO2509;20
DO2539;19
DO2551;20
DO2593;21
DO2629;22
DO2647;23
DO2694;21
DO2706;25
DO2712;11
DO2719;18
DO2783;15
DO2842;18
DO2897;23
DO2995;19
DO3037;9
DO3110;21
DO3140;11
DO3158;0
DO3182;18
DO3188;25
DO3352;6
DO3412;7
DO3458;25
DO3482;23
DO3500;6
DO3614;25
DO3662;15
DO3804;25
DO3840;26
DO3874;23
DO3958;13
DO4018;23
DO4036;24
DO4080;18
DO4138;15
DO4155;21
DO4185;23
DO4233;12
DO4359;16
DO44103;25
DO44111;13
DO44273;24
DO4449;21
DO4473;21
DO4635;22
DO4695;17
DO4719;6
DO4766;23
DO4796;26
DO5046;2
DO5200;30
DO5249;10
DO52538;17
DO52539;19
DO52540;18
DO52542;22
DO52543;25
DO52544;30
DO52545;29
DO52546;21
DO52548;26
DO52549;21
DO52550;21
DO52551;18
DO52552;17
DO52553;18
DO52554;20
DO52555;18
DO52556;20
DO52557;19
DO52558;22
DO52559;20
DO52560;25
DO52561;18
DO52562;21
DO5347;20
DO5626;20
DO5661;27
DO5696;19
DO5745;17
DO5808;24
DO6144;9
DO6231;23
DO44285;13
DO48977;19
DO48987;23
DO48991;6
DO48993;11
DO49001;25
DO49009;9
DO49014;19
DO49880;26
DO49954;5
DO49956;28
DO51592;22
DO51594;22
DO6249;24
DO6252;11
DO6255;17
DO6314;11
DO6332;5
DO217850;12
DO217864;9
DO218227;27
DO218351;7
DO218411;22
DO218417;13
DO218440;18
DO218491;22
DO218535;25
DO218550;26
DO218695;20
DO45231;8
DO45243;13
DO45245;21
DO45249;6
DO45251;5
DO45259;20
DO45283;23
DO45289;9
DO45291;12
DO45293;24
DO45297;12
DO45299;6
DO45301;10
DO45305;10
DO45307;28
DO10172;2
DO10486;4
DO10631;25
DO219106;23
DO36386;13
DO36431;14
DO36459;25
DO36556;2
DO36572;4
DO36619;17
DO36710;19
DO36801;26
DO36822;24
DO36945;24
DO36969;23
DO37074;24
DO37138;9
DO37259;20
DO37267;12
DO44086;24
DO44087;18
DO44088;18
DO44089;21
DO44091;19
DO44092;4
DO44093;11
DO44094;12
DO44095;21
DO7801;4
DO7822;2
DO7831;7
DO7858;8
DO7990;22
DO8004;23
DO8047;19
DO8264;2
DO8360;2
DO8658;9
DO8730;2
DO8858;7
DO8898;0
DO9034;16
DO9042;24
DO9074;18
DO9106;9
DO9226;12
DO9700;9
DO9732;9
DO9788;27
DO9876;2
DO9940;16
DO221123;2
DO221124;7
DO221127;5
DO221129;7
DO222303;4
DO222304;7
DO222305;19
DO222306;13
DO222307;2
DO222308;13
DO222309;0
DO27763;3
DO27764;6
DO27765;3
DO27767;5
DO27769;2
DO27771;3
DO27773;5
DO27775;2
DO27777;23
DO27779;3
DO27781;0
DO27783;7
DO27785;2
DO27787;9
DO27789;8
DO27791;2
DO27793;4
DO27795;3
DO27797;2
DO27799;11
DO27801;5
DO27803;4
DO27805;3
DO27807;4
DO27809;5
DO27815;0
DO27817;2
DO27819;4
DO27821;3
DO27823;2
DO27825;2
DO27827;20
DO27829;2
DO27833;8
DO27835;4
DO27837;6
DO27841;2
DO27843;5
DO27845;4
DO27847;5
DO27849;5
DO27851;5
DO27853;6
DO27855;7
DO27857;6
DO27859;6
DO52647;5
DO52649;6
DO52650;20
DO52651;5
DO52652;3
DO52653;0
DO52654;28
DO52655;6
DO52656;7
DO52657;5
DO52658;9
DO52659;9
DO52661;6
DO52662;3
DO52663;3
DO52664;12
DO52665;8
DO52666;27
DO52667;4
DO52668;3
DO52669;4
DO52670;17
DO52671;5
DO52672;20
DO52673;1
DO52674;4
DO52675;10
DO52676;10
DO52677;4
DO52679;2
DO52680;2
DO52681;10
DO52682;9
DO52683;22
DO52684;5
DO52685;4
DO52686;9
DO52687;27
DO52688;3
DO52689;5
DO52690;6
DO52691;3
DO52692;19
DO52693;0
DO52694;0
DO52695;0
DO52696;2
DO10839;16
DO10840;28
DO10843;20
DO10844;20
DO10858;28
DO50306;23
DO50307;23
DO50309;28
DO50311;15
DO50314;24
DO50315;22
DO50316;12
DO50318;26
DO50319;26
DO50320;20
DO50321;14
DO50323;20
DO50325;3
DO50326;23
DO50327;23
DO50328;22
DO50329;19
DO50330;27
DO50331;28
DO50332;27
DO50336;21
DO50337;22
DO50338;24
DO50340;29
DO50341;12
DO50342;21
DO50343;17
DO50345;21
DO50346;24
DO50348;21
DO50349;26
DO50354;21
DO50357;26
DO50362;14
DO50364;16
DO50365;13
DO50367;20
DO50374;25
DO50381;23
DO50382;7
DO50383;15
DO50384;14
DO50385;23
DO50387;12
DO50388;17
DO50389;24
DO50392;21
DO50393;24
DO50398;14
DO50399;17
DO50401;27
DO50402;18
DO50403;26
DO50406;21
DO50407;24
DO50408;28
DO50409;12
DO50410;13
DO50411;15
DO50412;21
DO50434;26
DO50435;17
DO50437;12
DO50438;31
DO50439;20
DO50440;19
DO50441;21
DO50442;13
DO50443;24
DO50444;22
DO50445;28
DO50446;23
DO50447;22
DO50448;9
DO50449;19
DO50450;19
DO50451;10
DO50452;7
DO50453;14
DO50454;22
DO10900;7
DO10908;9
DO10960;10
DO10970;7
DO10975;22
DO11046;20
DO11148;15
DO11202;12
DO11292;8
DO11382;10
DO11441;5
DO11501;11
DO11776;20
DO11782;7
DO11794;11
DO11854;7
DO11860;11
DO12034;12
DO12070;18
DO12352;5
DO12370;14
DO12382;10
DO12454;14
DO12484;8
DO12742;9
DO12814;8
DO12952;8
DO13072;9
DO13132;6
DO13144;10
DO13192;8
DO13318;10
DO13348;6
DO13474;8
DO13510;7
DO13575;4
DO13869;22
DO13971;6
DO14049;6
DO219580;2
DO22836;4
DO22838;27
DO22839;4
DO22854;5
DO22860;11
DO22866;7
DO22875;23
DO22884;21
DO22887;27
DO22896;17
DO22914;9
DO22929;5
DO22932;26
DO22935;8
DO22953;10
DO22956;5
DO22959;19
DO22970;10
DO22978;3
DO22986;10
DO22994;22
DO22998;2
DO23018;29
DO23023;5
DO23028;19
DO23048;14
DO23073;8
DO23508;10
DO23509;24
DO23510;10
DO23512;25
DO23513;13
DO23514;4
DO23515;25
DO23516;9
DO23517;5
DO23518;21
DO23519;24
DO23520;12
DO23521;25
DO23522;10
DO23524;7
DO23525;21
DO23526;11
DO23527;16
DO23528;13
DO23529;5
DO23532;4
DO23533;19
DO23534;7
DO23535;23
DO23536;21
DO23537;16
DO23538;11
DO23539;8
DO23540;13
DO23541;13
DO23542;5
DO23544;2
DO23545;14
DO23546;14
DO23549;21
DO23550;7
DO44740;17
DO44744;26
DO44806;2
DO44828;3
DO44832;12
DO44872;9
DO44875;2
DO44877;14
DO44883;8
DO44885;15
DO44888;25
DO44889;10
DO44890;8
DO44919;8
DO44930;13
DO44966;18
DO44974;30
DO44978;10
DO44982;18
DO44986;19
DO44994;18
DO45009;25
DO45029;13
DO45035;17
DO45037;10
DO45039;13
DO45041;10
DO45043;12
DO45045;15
DO45047;22
DO45049;18
DO45051;11
DO45055;12
DO45057;9
DO45059;27
DO45061;14
DO45064;19
DO45065;19
DO45067;16
DO45069;4
DO45071;22
DO45073;7
DO45075;10
DO45077;19
DO45079;5
DO45081;17
DO45083;22
DO45085;24
DO45087;4
DO45089;27
DO45092;14
DO45094;3
DO45095;7
DO45097;10
DO45099;8
DO45101;8
DO45103;20
DO45109;5
DO45111;18
DO45113;18
DO45115;11
DO45117;14
DO45119;16
DO45121;12
DO45123;11
DO45125;10
DO45127;25
DO45129;3
DO45133;14
DO45135;23
DO45137;15
DO45139;13
DO45143;9
DO45145;9
DO45147;14
DO45149;14
DO45153;11
DO45155;14
DO45157;10
DO45159;12
DO45161;10
DO45163;15
DO45167;2
DO45169;14
DO45171;9
DO45173;11
DO45177;4
DO45179;20
DO45181;3
DO45183;8
DO45185;8
DO45187;11
DO45189;12
DO45191;6
DO45193;31
DO45197;15
DO45201;10
DO45203;28
DO45205;8
DO45207;10
DO45209;17
DO45211;24
DO45213;12
DO45215;3
DO45217;22
DO45219;17
DO45221;24
DO45223;13
DO45225;25
DO45227;25
DO45229;12
DO45233;5
DO45235;12
DO45237;22
DO45239;13
DO45241;12
DO45247;10
DO45253;11
DO45255;3
DO45257;21
DO45263;15
DO45265;22
DO45267;11
DO45269;21
DO45277;18
DO48505;5
DO48518;20
DO48552;14
DO48672;11
DO48674;10
DO48677;9
DO48679;26
DO48681;10
DO48682;7
DO48684;10
DO48686;14
DO48687;25
DO48689;4
DO48691;10
DO48692;8
DO48694;10
DO48695;19
DO48697;18
DO48700;7
DO48701;12
DO48703;7
DO48704;7
DO48706;14
DO48709;22
DO48712;19
DO48715;8
DO48716;10
DO48717;8
DO48719;3
DO48720;13
DO48721;26
DO48723;12
DO48725;19
DO48727;7
DO48728;17
DO48730;9
DO48732;14
DO48733;9
DO48736;6
DO48737;28
DO48741;18
DO48742;12
DO48743;15
DO48751;7
DO48753;7
DO48757;20
DO48759;29
DO48760;1
DO48761;4
DO49659;24
DO49695;5
DO50772;16
DO50774;5
DO50776;24
DO50778;27
DO50780;26
DO50783;6
DO50785;23
DO50787;5
DO50789;12
DO50791;6
DO50796;15
DO50798;18
DO50799;10
DO50800;2
DO50802;4
DO50803;4
DO50804;11
DO50805;6
DO50806;25
DO50807;5
DO50808;9
DO50811;10
DO50813;3
DO50815;20
DO50816;8
DO50817;6
DO50818;6
DO50819;10
DO50820;5
DO50822;5
DO50825;30
DO50827;11
DO50829;17
DO50831;16
DO50832;23
DO50834;30
DO50839;10
DO50840;12
DO50845;6
DO50848;10
DO50850;18
DO50851;8
DO50855;18
DO50857;24
DO50859;18
DO52171;26
DO52172;15
DO52307;6
DO16110;5
DO16113;4
DO16136;2
DO16233;4
DO16248;5
DO16269;11
DO16769;18
DO16881;6
DO16999;4
DO17054;3
DO17074;4
DO17085;7
DO17178;6
DO17373;0
DO17722;4
DO17751;6
DO17791;4
DO17848;14
DO17977;4
DO18016;6
DO18056;23
DO18164;11
DO18392;27
DO18572;5
DO18651;2
DO18671;5
DO18701;11
DO18839;5
DO18988;4
DO19028;4
DO19048;27
DO19380;4
DO19733;8
DO20082;10
DO20416;2
DO20604;4
DO46827;4
DO46830;5
DO46832;8
DO46834;6
DO46836;10
DO46838;7
DO46844;5
DO46847;25
DO46850;5
DO46853;1
DO46856;16
DO46859;5
DO46869;4
DO46873;3
DO46877;9
DO46881;23
DO46885;7
DO46889;5
DO46893;4
DO46897;2
DO46901;7
DO46905;8
DO46909;4
DO46913;24
DO46917;17
DO46921;4
DO46925;22
DO46929;4
DO46933;8
DO46937;19
DO46945;4
DO46953;7
DO46957;1
DO46961;6
DO46973;10
DO46977;5
DO46980;7
DO46984;4
DO46988;1
DO46992;4
DO47000;4
DO47004;4
DO47016;14
DO47048;1
DO47052;5
DO47056;16
DO47060;7
DO47064;2
DO47068;4
DO47072;15
DO47076;1
DO47080;4
DO47088;7
DO47092;15
DO47096;2
DO47100;21
DO47104;8
DO47108;17
DO47116;27
DO47124;15
DO47128;19
DO47132;2
DO47150;5
DO47153;13
DO47156;5
DO47159;6
DO47162;8
DO47165;2
DO47171;9
DO47174;17
DO47234;4
DO47243;3
DO47249;7
DO219974;27
DO219975;8
DO220118;5
DO220122;11
DO220126;14
DO220138;26
DO220140;12
DO220153;23
DO220157;6
DO220163;27
DO220168;19
DO220172;24
DO220174;8
DO220176;20
DO220221;26
DO219944;21
DO219945;26
DO219949;22
DO219951;20
DO219952;3
DO219954;28
DO219960;3
DO219961;8
DO219962;9
DO219964;2
DO219965;13
DO219966;28
DO219967;2
DO219968;5
DO219969;16
DO219970;15
DO219972;8
DO23584;27
DO23608;21
DO23610;15
DO23648;7
DO23651;17
DO23687;6
DO23702;27
DO23735;25
DO23744;22
DO23786;5
DO23838;14
DO23942;13
DO24130;12
DO24307;17
DO24467;24
DO24497;20
DO24646;18
DO24675;25
DO24729;5
DO24860;19
DO25010;16
DO25068;10
DO25104;22
DO25189;10
DO25320;10
DO25444;26
DO25622;24
DO25737;4
DO25797;23
DO25847;30
DO25887;15
DO25985;18
DO26062;24
DO26230;27
DO26280;23
DO26354;30
DO26427;22
DO26434;17
DO26445;26
DO26459;27
DO26461;18
DO26463;18
DO26469;19
DO26475;25
DO26476;18
DO26492;24
DO26512;20
DO26540;24
DO26553;16
DO26563;22
DO26572;7
DO26596;22
DO26599;23
DO26653;4
DO26692;25
DO26710;18
DO26719;24
DO26769;22
DO26798;21
DO26806;22
DO26894;21
DO26934;27
DO26957;23
DO26971;19
DO26976;28
DO26987;25
DO26993;22
DO27025;14
DO27067;16
DO27081;22
DO27104;18
DO27120;12
DO27128;26
DO27208;15
DO27279;20
DO27318;24
DO27326;26
DO27334;27
DO27453;18
DO27484;19
DO27588;12
DO27636;25
DO27747;20
DO27978;7
DO28004;19
DO28024;27
DO28053;28
DO28089;12
DO28093;31
DO28119;12
DO28233;16
DO28273;20
